LOC;VEH_SER_NO;INSP_COMT;TS_LOAD;FOUND_INSP_TEAM;RESP_INSP_TEAM;RESP_INSP_OPRUNT
017;JBQ468;Beros bat ba ba barcu bdolor.;2017-03-08 03:56:11.491000;507;;
017;USD901;Bnibh bet bmi bsagittis ba bsit.;2017-03-08 03:56:33.173000;517;;
017;GPJ498;Bduis bad.;2017-03-08 03:56:47.828000;513;;
017;ELJ539;Bcras bat beu bmorbi blibero bid ba bin bnibh.;2017-03-08 03:58:03.970000;629;;
017;JBQ468;Burna bat but beni bneque.;2017-03-08 03:58:20.725000;507;;
017;JBQ468;Bnisi bac bad bnullam ba bsit bhac beu brhoncus ba.;2017-03-08 03:58:36.373000;507;;
017;SVP127;Bamet bmi ba bnunc bet ba bsed ba bplatea ba belit bornare ba ba belit beu.;2017-03-08 03:59:02.333000;629;;
017;CQU695;Barcu bid ba ba bpede ba ba ba.;2017-03-08 03:59:44.677000;515;;
017;CJQ075;Bamet beu begestas bdolor bve ba bpede bcum ba berat bcurae.;2017-03-08 04:01:42.702000;409;;
017;QDR380;Bante but ba ba bprimis bad ba bat btempus ba ba bnec bmassa ba.;2017-03-08 04:02:00.120000;413;;
017;DZO637;Belit bve beu bac bmus bet ba ba ba bcum ba bat ba.;2017-03-08 04:02:29.959000;409;;
017;DZO637;Bquam bac.;2017-03-08 04:02:55.562000;409;;
017;DZO637;Bquam bmi ba bnulla ba ba ba bparturient bquis bjusto bnon.;2017-03-08 04:03:24.613000;409;;
017;DVM139;Barcu bad bduis btellus ba ba ba.;2017-03-08 04:04:01.254000;511;;
017;JYL728;Bnibh bmi.;2017-03-08 04:05:16.276000;513;;
017;IFP328;Belit bac ba ba ba ba bjusto.;2017-03-08 04:07:04.010000;629;;
017;UHP854;Bnisl bve ba ba ba blectus.;2017-03-08 04:07:26.626000;629;;
017;TPJ583;Bnibh bat.;2017-03-08 04:07:55.902000;509;;
017;UHP854;Barcu bat.;2017-03-08 04:08:51.299000;629;;
017;TPJ583;Barcu bat.;2017-03-08 04:09:04.344000;509;;
017;UHP854;Benim bin.;2017-03-08 04:09:18.294000;629;;
017;DZV145;Bodio bid bet ba.;2017-03-08 04:09:24.186000;209;;
017;QVP853;Berat bad ba.;2017-03-08 04:09:27.080000;507;;
017;UHP854;Beros bac ba ba.;2017-03-08 04:09:53.903000;629;;
017;QVP853;Bnunc bad.;2017-03-08 04:09:55.746000;507;;
017;QVP853;Bduis bve ba berat.;2017-03-08 04:10:13.097000;507;;
017;QVP853;Benim bac.;2017-03-08 04:10:39.917000;507;;
017;QVP853;Beros bin ba bnec ba bnibh ba bdui.;2017-03-08 04:11:06.210000;507;;
017;QVP853;Belit beu ba bquis ba bnec bet ba bin ba bmus ba.;2017-03-08 04:11:29.707000;507;;
017;QVP853;Bodio but ba ba bsem bmi bproin ba ba ba bleo ba bper.;2017-03-08 04:11:46.243000;507;;
017;IFP328;Burna bve ba bcongue.;2017-03-08 04:12:02.798000;517;;
017;QVP853;Bante bid ba bnon ba blacus.;2017-03-08 04:12:28.247000;507;;
017;QVP853;Borci bad ba bat baenean bnulla ba bid ba blitora bdapibus bcras ba ba but bmus bmetus bblandit bnam.;2017-03-08 04:12:44.178000;507;;
017;SVP127;Bnisi beu baliquet bnunc ba bmagna blibero.;2017-03-08 04:12:50.756000;517;;
017;WBH162;Burna bve ba ba ba bnonummy bmus ba.;2017-03-08 04:12:53.254000;517;;
017;QVP853;Bnunc bmi ba bmi ba bvitae bnisl.;2017-03-08 04:13:01.081000;507;;
017;QVP853;Beros bet ba ba bconsequat bduis bet ba.;2017-03-08 04:13:17.363000;507;;
017;SVP127;Belit bac ba bat ba but ba bat bnullam.;2017-03-08 04:13:22.025000;517;;
017;NUR218;Bquam beu biaculis bclass bin bligula best ba.;2017-03-08 04:13:31.377000;513;209;200
017;NUR218;Bnunc bad bid bipsum bve.;2017-03-08 04:13:54.350000;513;209;200
017;NUR218;Burna beu.;2017-03-08 04:15:05.879000;513;209;200
017;NMH495;Beget bve.;2017-03-08 04:16:25.011000;107;;
017;LOF143;Bquis bmi ba bat ba.;2017-03-08 04:17:25.441000;409;;
017;JPU485;Bante bid ba ba ba ba ba ba ba ba belit beni ba borci.;2017-03-08 04:17:29.212000;517;509;500
017;LOF143;Bduis bve.;2017-03-08 04:18:38.112000;409;;
017;LOF143;Bodio bac ba blitora bet bmollis beuismod ba bconubia bsemper.;2017-03-08 04:19:17.376000;409;;
017;KSX968;Beget bmi ba ba ba ba bnisl ba bfeugiat bvel ba bdis ba.;2017-03-08 04:20:49.912000;409;;
017;OTS758;Bcras bet ba bnon ba bmagnis ba bet bmontes bdui bdolor.;2017-03-08 04:21:46.783000;511;;
017;TMZ629;Beros bac.;2017-03-08 04:21:51.876000;205;;
017;NUR218;Bodio bac ba ba bmi ba bet bluctus bporta.;2017-03-08 04:22:06.513000;513;273;200
017;XLW275;Barcu bad ba bodio bet.;2017-03-08 04:22:23.873000;507;401;400
017;XLW275;Bpede bet bmi bid.;2017-03-08 04:22:39.582000;507;;
017;XLW275;Burna bet ba bsemper bper.;2017-03-08 04:22:56.420000;507;;
017;XLW275;Belit bat.;2017-03-08 04:23:22.060000;507;;
017;PMG926;Berat bve bmi ba bmagnis ba bfames.;2017-03-08 04:23:35.962000;209;;
017;XLW275;Bduis bet bmi bleo bjusto ba bvestibulum bad but bfames bat ba ba bsed ba.;2017-03-08 04:23:53.601000;507;407;400
017;XLW275;Bnibh bac bet bprimis bdui ba bamet bnec ba.;2017-03-08 04:24:12.696000;507;;
017;XLW275;Benim bet bat bsed bad ba.;2017-03-08 04:24:29.946000;507;;
017;XLW275;Bpede beu ba bdui.;2017-03-08 04:24:44.710000;507;;
017;XLW275;Bnibh bad ba bmagna ba.;2017-03-08 04:25:03.174000;507;;
017;LEA891;Bodio bat.;2017-03-08 04:25:19.682000;517;;
017;NMH495;Bamet bat beu ba ba ba but bmauris bodio.;2017-03-08 04:25:27.859000;107;;
017;XLW275;Beros bad ba bnisi ba ba bac bnullam.;2017-03-08 04:25:36.405000;507;;
017;XLW275;Bamet beu.;2017-03-08 04:25:55.444000;507;;
017;LEA891;Bante bmi ba bper bquam bnibh baptent ba ba ba ba.;2017-03-08 04:26:09.883000;517;503;500
017;NMH495;Burna but.;2017-03-08 04:26:13.788000;107;;
017;RQJ940;Bnisi beu.;2017-03-08 04:26:33.033000;409;;
017;LEA891;Berat but bin ba bturpis ba bnascetur bduis.;2017-03-08 04:26:49.731000;517;;
017;RQJ940;Berat beu.;2017-03-08 04:27:14.103000;409;;
017;GOB710;Bpede bad ba ba ba ba ba ba ba bat beu blacus.;2017-03-08 04:27:17.071000;209;;
017;GOB710;Belit bid ba bad bat bmi bmus bligula ba ba but.;2017-03-08 04:27:58.343000;209;;
017;GFM783;Benim bad ba bvelit ba bvelit ba benim.;2017-03-08 04:31:25.284000;409;;
017;EJO928;Bduis but.;2017-03-08 04:32:01.862000;607;;
017;EJO928;Burna bad ba ba bmi bquam ba ba.;2017-03-08 04:32:21.066000;607;;
017;EJO928;Benim bat ba bnibh bet ba.;2017-03-08 04:32:55.068000;607;;
017;EJO928;Bquam bac ba bcum ba ba btaciti bcum bdui ba ba bneque ba bve bnon ba.;2017-03-08 04:33:25.897000;607;;
017;EJO928;Burna bve bac bmus bve bdictum bhabitant bsemper ba bfacilisi bamet.;2017-03-08 04:34:23.475000;607;;
017;TFX540;Bdiam bmi bet bhac ba beget bmassa bconsectetuer.;2017-03-08 04:34:31.265000;409;;
017;INW067;Bnunc bad borci bsit.;2017-03-08 04:35:14.353000;507;;
017;JCM567;Bnibh bmi bviverra beget ba baliquet btempus ba.;2017-03-08 04:35:17.342000;409;;
017;INW067;Beget beu ba best ba bnon bmi berat bnibh ba.;2017-03-08 04:36:04.717000;507;401;400
017;INW067;Bquis bac ba btaciti.;2017-03-08 04:36:30.922000;507;;
017;INW067;Barcu bad ba.;2017-03-08 04:36:48.609000;507;;
017;USH564;Bnibh beu.;2017-03-08 04:36:52.580000;413;;
017;SIW958;Bamet bid.;2017-03-08 04:37:05.150000;629;;
017;WTB963;Belit bat ba bat bvel bve bturpis bquis ba ba bipsum beni.;2017-03-08 04:37:07.060000;509;;
017;INW067;Bante bet ba ba bproin bin bdictum bpurus ba.;2017-03-08 04:37:13.997000;507;401;400
017;INW067;Bquis bid bnisi ba blorem ba.;2017-03-08 04:37:33.384000;507;;
017;XWK825;Bquis but ba.;2017-03-08 04:37:47.691000;511;;
017;INW067;Bquis beu ba ba bnec ba ba ba ba bper ba blobortis ba beni ba bmagna bduis.;2017-03-08 04:37:48.719000;507;;
017;INW067;Bamet bat ba.;2017-03-08 04:38:04.713000;507;;
017;INW067;Bdiam bid.;2017-03-08 04:38:22.267000;507;;
017;INW067;Bamet but bad bdiam bmi.;2017-03-08 04:38:39.562000;507;;
017;RCF947;Bnunc beu ba ba.;2017-03-08 04:38:51.446000;607;;
017;INW067;Bnibh bat.;2017-03-08 04:38:56.720000;507;;
017;INW067;Bnisl bac ba.;2017-03-08 04:39:22.352000;507;;
017;INW067;Belit bet.;2017-03-08 04:39:43.751000;507;;
017;QDR380;Bamet bat but.;2017-03-08 04:39:52.771000;209;;
017;TMZ629;Bamet bve ba ba bipsum beu ba ba bet bid ba bat barcu.;2017-03-08 04:41:22.556000;409;;
017;GFM783;Bamet but ba ba ba bin.;2017-03-08 04:41:42.894000;409;;
017;KSP816;Bamet bin.;2017-03-08 04:42:02.203000;513;209;200
017;GFM783;Bnunc beu bmi btaciti ba ba ba ba ba.;2017-03-08 04:42:05.657000;409;;
017;GFM783;Berat bet ba ba ba ba bad bleo ba.;2017-03-08 04:42:28.917000;409;;
017;KSP816;Bnisi bet.;2017-03-08 04:42:54.901000;513;209;200
017;NKM173;Bquam bad ba ba bid bturpis bante bhymenaeos baptent bad.;2017-03-08 04:43:25.958000;509;;
017;KSP816;Burna bid bconubia ba bmauris btaciti ba bpellentesque.;2017-03-08 04:43:45.995000;513;;
017;GPJ498;Benim bid ba blibero ba bat.;2017-03-08 04:44:30.675000;517;;
017;XFN395;Burna bac bmi but ba bmi.;2017-03-08 04:45:31.944000;409;;
017;XPR275;Bnisi but.;2017-03-08 04:45:51.409000;607;;
017;LVP764;Belit bin ba bligula bdui.;2017-03-08 04:46:11.723000;513;;
017;CSW718;Bnisi but.;2017-03-08 04:46:12.810000;209;;
017;XPR275;Belit bad ba bnec bvel bet ba ba badipiscing benim bclass bat bridiculus.;2017-03-08 04:46:19.459000;607;;
017;XPR275;Bnunc bad ba bac ba bfacilisi ba.;2017-03-08 04:46:42.198000;607;;
017;SIW958;Bante bet ba ba bmetus ba bhymenaeos ba bnisl ba ba.;2017-03-08 04:46:46.531000;517;;
017;SIW958;Bduis bad ba bhac bproin.;2017-03-08 04:47:15.080000;517;;
017;XPR275;Burna bmi.;2017-03-08 04:47:22.380000;607;;
017;ELJ539;Borci bve ba bvel btortor bmassa.;2017-03-08 04:47:50.435000;517;;
017;OSR174;Bante bve beu bleo bet bsagittis ba bsed bcum.;2017-03-08 04:48:02.012000;517;;
017;UBJ603;Bpede bad.;2017-03-08 04:48:15.544000;515;;
017;JOM027;Borci beu ba bcum bfames blectus ba beu ba belementum bconsectetuer bquam.;2017-03-08 04:48:26.969000;507;;
017;WTB963;Bquam beu ba bnam bproin beuismod bmauris.;2017-03-08 04:48:38.487000;509;;
017;JOM027;Bquis bid ba ba biaculis bsed ba bmi ba ba bquis ba.;2017-03-08 04:48:47.686000;507;;
017;JOM027;Bduis bid ba beget.;2017-03-08 04:49:03.460000;507;;
017;LVP764;Bodio beu ba.;2017-03-08 04:49:20.881000;513;;
017;JOM027;Burna bac bmi bsem blitora betiam brisus burna blectus ba bat.;2017-03-08 04:49:23.888000;507;;
017;USD901;Bnibh bad ba ba blorem ba ba ba.;2017-03-08 04:49:30.668000;517;;
017;JOM027;Benim bin.;2017-03-08 04:49:38.990000;507;;
017;ELJ539;Barcu bmi ba ba ba bpede bmus bper bnulla ba.;2017-03-08 04:49:49.612000;517;;
017;JOM027;Barcu bet beu bad bdui btempus bat ba bdui.;2017-03-08 04:49:57.875000;507;;
017;USD901;Bnibh bve ba ba.;2017-03-08 04:50:04.623000;517;;
017;SNI285;Bante bin ba blectus ba bac bnunc ba.;2017-03-08 04:50:21.735000;409;;
017;JOM027;Bante bet ba ba bleo.;2017-03-08 04:50:24.349000;507;401;400
017;USD901;Bcras bmi ba baugue bdictumst bdolor beu ba ba bproin bporta.;2017-03-08 04:50:38.594000;517;;
017;ELJ539;Beget but ba bet.;2017-03-08 04:51:30.194000;517;;
017;SVP127;Bduis bat ba bfames but bdui ba.;2017-03-08 04:52:30.590000;517;;
017;TRL028;Bamet but ba bsit ba bnam.;2017-03-08 04:54:13.110000;409;;
017;NKM173;Bcras bet.;2017-03-08 04:54:22.202000;509;411;400
017;OTX594;Bodio bid bat berat ba ba betiam ba.;2017-03-08 04:57:26.039000;511;413;400
017;LOF143;Belit bad ba bsem ba barcu ba bmus beros bsed bnon.;2017-03-08 04:58:23.758000;413;;
017;PMN417;Bdiam bid ba brutrum bsociosqu but bsed.;2017-03-08 04:58:26.326000;409;;
017;LOF143;Bduis beu ba ba.;2017-03-08 05:00:28.184000;413;;
017;AHC421;Beget beu ba bcras ba ba.;2017-03-08 05:00:32.960000;107;;
017;OTS758;Bpede beu ba bad.;2017-03-08 05:00:34.709000;515;;
017;ZPW452;Bduis bid ba bmagna blorem bad ba bnam ba.;2017-03-08 05:00:38.847000;209;;
017;ZPW452;Bcras bmi beu.;2017-03-08 05:01:05.640000;209;;
017;OTS758;Bnibh bin ba bnam brhoncus.;2017-03-08 05:01:08.553000;515;;
017;WTB963;Bodio bat ba bsapien ba beget ba ba baenean.;2017-03-08 05:02:20.719000;509;;
017;TEP325;Bamet but.;2017-03-08 05:02:30.248000;409;;
017;LVP764;Beget bad.;2017-03-08 05:02:40.601000;513;;
017;AJF195;Burna bve ba baugue ba ba ba bvitae bve ba ba bpede.;2017-03-08 05:03:16.405000;507;;
017;AJF195;Beros bid ba bin bleo bat bsenectus bvelit bad bper.;2017-03-08 05:03:33.708000;507;;
017;AJF195;Bcras bmi ba ba ba bdiam ba ba ba bnam.;2017-03-08 05:03:54.508000;507;;
017;AJF195;Bnunc but.;2017-03-08 05:04:11.068000;507;;
017;AJF195;Bcras bve ba borci.;2017-03-08 05:04:25.001000;507;;
017;JYL728;Bdiam bac.;2017-03-08 05:04:33.471000;517;;
017;AJF195;Belit bid benim ba bnetus.;2017-03-08 05:04:42.059000;507;;
017;AHC421;Berat bat bad bper but ba bmattis bdolor bdis bquis bodio.;2017-03-08 05:04:45.709000;107;;
017;AJF195;Bquam bmi ba ba.;2017-03-08 05:04:57.282000;507;;
017;AJF195;Bnisl bin ba ba bac bad ba ba.;2017-03-08 05:05:17.262000;507;;
017;ALE837;Bamet bat ba.;2017-03-08 05:05:52.288000;409;;
017;RQJ940;Bante bac ba bmi bnam bve.;2017-03-08 05:06:58.250000;413;;
017;CQU695;Bpede but ba ba bipsum ba beget bnetus.;2017-03-08 05:07:03.987000;629;;
017;RQJ940;Bamet bin ba bsem.;2017-03-08 05:07:25.898000;413;;
017;RQJ940;Barcu bmi bblandit bultrices bvel ba.;2017-03-08 05:07:46.594000;413;;
017;RQJ940;Bante bat ba ba ba.;2017-03-08 05:08:09.866000;413;;
017;RQJ940;Beros bad bve bper bnisi ba ba bnonummy blectus.;2017-03-08 05:08:31.637000;413;;
017;TPG078;Beget but ba bve beros ba bac burna ba bsodales bgravida ba bnostra ba bluctus.;2017-03-08 05:08:57.472000;607;;
017;USH564;Barcu bin beu ba bdis ba ba bsemper.;2017-03-08 05:08:58.994000;209;;
017;SZP362;Bnibh bat.;2017-03-08 05:09:15.661000;629;;
017;JBQ468;Bcras bat ba bmassa bfelis ba ba ba bmus bquis ba ba ba bleo bfelis.;2017-03-08 05:09:25.475000;511;413;400
017;TPG078;Beget bin ba ba ba.;2017-03-08 05:09:26.399000;607;;
017;SZP362;Berat beu bdiam bcum ba bpulvinar bquis but.;2017-03-08 05:09:39.596000;629;;
017;USH564;Berat bve but ba ba ba.;2017-03-08 05:09:44.609000;209;;
017;CQU695;Borci bat bin ba ba bac ba ba ba bet.;2017-03-08 05:09:54.463000;517;;
017;TPG078;Bpede beu ba.;2017-03-08 05:09:56.925000;607;;
017;TPG078;Bquis bmi ba ba ba.;2017-03-08 05:10:22.640000;607;;
017;SZP362;Bnibh bve ba bnec bornare ba ba bjusto benim.;2017-03-08 05:10:35.639000;629;;
017;AHC421;Bodio beu blaoreet.;2017-03-08 05:10:37.754000;107;;
017;TPG078;Bamet bad ba ba ba.;2017-03-08 05:10:59.284000;607;;
017;AHC421;Bdiam bad.;2017-03-08 05:11:12.746000;107;;
017;TPG078;Belit bac.;2017-03-08 05:11:29.521000;607;;
017;PMN417;Bnisl bid.;2017-03-08 05:11:46.019000;409;;
017;TPG078;Bquis bad bsodales blacus beros bduis.;2017-03-08 05:11:56.933000;607;;
017;DKW659;Bodio bat ba ba bdui bper bneque ba bsit.;2017-03-08 05:12:21.701000;517;;
017;PMN417;Belit bet bac ba bsit ba ba bid.;2017-03-08 05:12:46.104000;409;;
017;SVP127;Bcras bmi bgravida bdictumst bper ba bfames ba bnisl ba bnec ba.;2017-03-08 05:15:42.397000;515;;
017;DKW659;Bnunc but bin ba bleo btaciti.;2017-03-08 05:17:19.158000;515;;
017;QFW209;Bdiam bmi ba ba ba beu bad ba bodio bmorbi.;2017-03-08 05:17:37.039000;629;;
017;UBZ174;Bduis beu ba bnisl ba bhac bper btortor bpotenti ba bid bad ba bnibh.;2017-03-08 05:17:53.930000;507;;
017;QFW209;Bnunc bve.;2017-03-08 05:17:54.974000;629;;
017;UBZ174;Beros bet ba ba ba.;2017-03-08 05:18:09.294000;507;;
017;QFW209;Bnunc bat.;2017-03-08 05:18:21.412000;629;;
017;UBZ174;Bquam beu.;2017-03-08 05:18:25.467000;507;;
017;UBZ174;Bquis bmi bve bodio bvel ba ba ba ba ba ba begestas blitora ba ba.;2017-03-08 05:18:43.272000;507;;
017;AHO963;Bnisi bmi ba bduis ba ba.;2017-03-08 05:18:50.003000;107;;
017;UBZ174;Bquam bad belit but.;2017-03-08 05:19:01.310000;507;;
017;UBZ174;Borci bmi ba bvarius bipsum ba.;2017-03-08 05:19:19.094000;507;;
017;UBZ174;Burna bin.;2017-03-08 05:19:44.484000;507;;
017;QFW209;Burna but bmi ba ba bposuere bnec ba bodio ba.;2017-03-08 05:20:28.896000;629;;
017;LOF143;Bante bid ba bhac ba bmi.;2017-03-08 05:20:41.627000;209;;
017;JCM567;Bcras bat.;2017-03-08 05:21:36.996000;413;;
017;TPJ583;Belit bid ba bpede.;2017-03-08 05:21:40.052000;513;;
017;XFN395;Berat but.;2017-03-08 05:22:35.183000;205;;100
017;SVP127;Bnibh bac.;2017-03-08 05:24:11.148000;629;;
017;WBH162;Bnisi bve.;2017-03-08 05:24:19.574000;517;;
017;SVP127;Bcras bac ba bsed ba bcurae beget bimperdiet bsed.;2017-03-08 05:24:43.818000;629;;
017;LOF143;Bnunc bat bin baugue ba ba blacus bvenenatis bmus but.;2017-03-08 05:24:56.208000;209;;
017;AHO963;Belit bat ba bnunc.;2017-03-08 05:25:12.340000;107;;
017;SVP127;Bduis bmi ba bcubilia.;2017-03-08 05:25:40.043000;629;;
017;PGY640;Berat bve ba bleo.;2017-03-08 05:25:52.191000;607;;
017;PGY640;Bodio bet bdapibus bfusce bnisi btincidunt bhac ba bproin.;2017-03-08 05:26:11.338000;607;;
017;ALE837;Berat but ba ba bmi ba ba beni bdictum bad.;2017-03-08 05:26:40.359000;409;;
017;PGY640;Barcu bmi.;2017-03-08 05:26:44.366000;607;;
017;SVP127;Bodio bmi ba bat beu ba bac bpretium ba bproin ba.;2017-03-08 05:26:45.048000;629;;
017;PGY640;Bquam bmi ba ba bvestibulum bante bneque.;2017-03-08 05:26:55.925000;607;;
017;IFP328;Bnunc bmi ba bproin bdictum ba.;2017-03-08 05:27:01.734000;629;;
017;GFM783;Bnisi bin beget burna beu.;2017-03-08 05:27:07.341000;413;;
017;PGY640;Bcras but ba bid.;2017-03-08 05:27:13.836000;607;;
017;ALE837;Beget bet bid bpede ba ba bduis ba ba ba ba bquam.;2017-03-08 05:27:14.210000;409;;
017;AHO963;Bpede bat bad bdiam bhac but bduis ba.;2017-03-08 05:27:16.472000;107;;
017;SVP127;Belit bac.;2017-03-08 05:27:19.664000;629;;
017;NUR218;Beget bac.;2017-03-08 05:27:25.729000;517;;
017;PGY640;Bamet bin ba bmauris bhac bclass.;2017-03-08 05:27:32.371000;607;;
017;ALE837;Bquis bac ba bnon bturpis beros.;2017-03-08 05:27:44.301000;409;;
017;IFP328;Burna bet ba ba bplatea bsit ba binterdum.;2017-03-08 05:27:45.433000;629;;
017;AHO963;Bduis bve blacinia.;2017-03-08 05:27:56.125000;107;;
017;ALE837;Burna bad ba ba ba brhoncus bdictum ba ba.;2017-03-08 05:28:11.292000;409;;
017;ALE837;Bamet bet ba bmi bnon ba.;2017-03-08 05:28:31.747000;409;;
017;IFP328;Beget bet.;2017-03-08 05:28:37.377000;629;;
017;PGY640;Bquis bid bad.;2017-03-08 05:29:04.904000;607;;
017;ALE837;Barcu bid.;2017-03-08 05:29:29.374000;409;;
017;GOB710;Beros beu.;2017-03-08 05:30:23.228000;507;;
017;GOB710;Bante bid bad ba beros ba belit ba bnostra.;2017-03-08 05:30:41.141000;507;;
017;GOB710;Bnunc bve ba ba ba ba ba bac bnullam bmetus.;2017-03-08 05:30:59.126000;507;;
017;GOB710;Bnisl bac beuismod bduis ba ba ba bid bquam ba ba bid.;2017-03-08 05:31:18.576000;507;;
017;GOB710;Bduis bve.;2017-03-08 05:31:37.425000;507;;
017;GOB710;Bquam beu ba bnec bad bnatoque ba bat.;2017-03-08 05:31:59.779000;507;;
017;GOB710;Berat beu bve bfusce ba ba bsem bmorbi bmetus beu beni.;2017-03-08 05:32:24.552000;507;;
017;GOB710;Barcu bmi ba.;2017-03-08 05:32:39.253000;507;;
017;GOB710;Bamet beu bodio btortor ba ba.;2017-03-08 05:33:21.880000;507;401;400
017;OTX594;Beget bat ba ba ba bve ba bcum bmorbi ba but ba bdictum.;2017-03-08 05:33:32.677000;515;;
017;GOB710;Benim bac bcras ba ba bnisi ba bdiam.;2017-03-08 05:33:39.566000;507;;
017;GOB710;Bnisl bet ba ba.;2017-03-08 05:33:57.583000;507;;
017;TYA561;Bante bve bac ba bnulla bac bante ba bac bdiam ba bplatea bfermentum.;2017-03-08 05:34:03.863000;629;;
017;KMA503;Bquis beu ba ba but bmus bultrices bve best.;2017-03-08 05:34:08.725000;409;;
017;GOB710;Bodio bin ba ba ba bmontes bpurus.;2017-03-08 05:34:11.267000;507;;
017;OTX594;Bduis bmi but.;2017-03-08 05:34:28.248000;515;503;500
017;AHO963;Bquis bad.;2017-03-08 05:35:05.978000;107;;
017;JCM567;Beros bet ba ba ba.;2017-03-08 05:36:11.886000;209;;
017;QZB271;Bnisl bad ba bconsequat bdui.;2017-03-08 05:36:38.144000;409;;
017;JPU485;Bquis bac bad bquis bprimis bfusce bmassa.;2017-03-08 05:37:00.306000;629;;
017;XLW275;Bamet bad ba ba ba.;2017-03-08 05:37:20.376000;511;;
017;YHB831;Bante bac biaculis ba but beget ba ba.;2017-03-08 05:37:55.865000;513;;
017;TMZ629;Bnibh bin ba.;2017-03-08 05:38:30.699000;413;;
017;JPU485;Benim bve bnonummy ba.;2017-03-08 05:38:49.259000;629;;
017;YHB831;Benim beu.;2017-03-08 05:39:09.702000;513;209;200
017;XLW275;Bnisi bin ba.;2017-03-08 05:39:32.372000;511;;
017;TYA561;Berat bmi bid bmauris bvitae best begestas bdolor.;2017-03-08 05:40:04.369000;515;;
017;KSX968;Bquis beu but bnon ba bdis bcursus bligula biaculis beros.;2017-03-08 05:40:43.307000;409;;
017;KMA503;Bante bat but ba ba bdapibus.;2017-03-08 05:41:30.768000;409;;
017;GPJ498;Belit bid bve betiam.;2017-03-08 05:43:04.100000;629;;
017;KSP816;Beget bve.;2017-03-08 05:43:04.160000;517;;
017;WTB963;Berat bac bduis.;2017-03-08 05:46:01.949000;513;;
017;JBQ468;Bnisi bid ba bsociosqu bsollicitudin.;2017-03-08 05:47:29.545000;515;413;400
017;CSW718;Bquis bid ba bbibendum ba.;2017-03-08 05:47:38.317000;507;;
017;CSW718;Bodio bet ba bplatea bnon betiam ba bsenectus ba ba brutrum.;2017-03-08 05:47:52.093000;507;;
017;JBQ468;Berat bat ba bplacerat bante bsagittis ba bprimis.;2017-03-08 05:47:54.610000;515;;
017;CSW718;Beget bad ba bturpis bdis bvelit bet.;2017-03-08 05:48:07.655000;507;;
017;WTB963;Borci bad.;2017-03-08 05:48:24.221000;513;209;200
017;CSW718;Borci bad bid bauctor.;2017-03-08 05:48:36.881000;507;;
017;XFN395;Bpede bet.;2017-03-08 05:48:40.290000;409;;
017;CSW718;Beros bmi ba bsem bleo bquam.;2017-03-08 05:48:51.833000;507;;
017;GFM783;Bpede bet bnibh bnunc bnam bad bnam ba ba btristique bduis bad.;2017-03-08 05:49:03.480000;209;;
017;CSW718;Beget bac ba ba ba ba bmi bve ba.;2017-03-08 05:49:08.417000;507;;
017;SNI285;Bamet bid ba.;2017-03-08 05:49:11.885000;413;;
017;KSX968;Bcras bin ba ba bmi bridiculus bclass.;2017-03-08 05:50:07.739000;409;;
017;WTB963;Bnunc bac ba ba belit.;2017-03-08 05:50:42.246000;513;;
017;KSX968;Borci bmi ba ba.;2017-03-08 05:50:50.921000;409;;
017;GFM783;Bquis bve ba bporta barcu beget.;2017-03-08 05:51:00.941000;209;;
017;KSX968;Borci bid bet ba ba bnisl ba ba bvulputate bnisi bmi ba bsem ba blacinia ba.;2017-03-08 05:51:30.060000;409;;
017;SVP127;Bquam bet.;2017-03-08 05:52:30.838000;607;;
017;SVP127;Bodio beu ba bmollis bturpis bcubilia ba bconubia ba bdictum ba.;2017-03-08 05:52:57.494000;607;;
017;FMU279;Bnunc bve ba bmus.;2017-03-08 05:53:11.755000;205;;100
017;SVP127;Bante bat.;2017-03-08 05:53:33.958000;607;;
017;TRL028;Benim but bduis btellus ba bquis ba bsed ba best baptent but.;2017-03-08 05:54:07.565000;409;;
017;SVP127;Benim bve bfeugiat ba bligula.;2017-03-08 05:54:11.003000;607;;
017;SVP127;Beget bat ba bdis bmetus begestas bsit ba bvulputate ba.;2017-03-08 05:54:38.678000;607;;
017;TRL028;Belit beu ba beros ba bjusto bamet.;2017-03-08 05:55:30.099000;409;;
017;QVP853;Bquis but ba ba bmus bquis ba bsociis bmi.;2017-03-08 05:55:37.601000;515;;
017;TFX540;Bante bve.;2017-03-08 05:55:41.298000;409;;
017;QVP853;Bquam bad ba bac ba bmi bve bcum bpurus ba bsem.;2017-03-08 05:56:17.983000;515;503;500
017;NKM173;Bnisl bmi ba ba badipiscing bpede betiam bnec.;2017-03-08 05:58:43.399000;513;;
017;NKM173;Bnisi bad bid ba best ba blobortis ba bnon ba bnec bsed ba ba ba.;2017-03-08 05:59:41.397000;513;;
017;NKM173;Bodio bmi ba bsit ba ba ba.;2017-03-08 06:00:26.464000;513;;
017;JYL728;Berat bac ba bnullam burna belementum bper bmus.;2017-03-08 06:04:06.490000;629;;
017;USH564;Bduis bat bve ba ba bquam bleo bhac ba ba ba.;2017-03-08 06:04:30.596000;507;;
017;USH564;Borci bve ba bvolutpat bsollicitudin benim ba.;2017-03-08 06:04:52.506000;507;;
017;TMZ629;Beget bet ba.;2017-03-08 06:05:02.405000;209;;
017;USH564;Bpede beu ba.;2017-03-08 06:05:15.125000;507;;
